trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.005, 'e': 0.9950124791926823}",20,0,-151.73698393761978,"{0: 7, 1: 4, 2: 6, 3: 2, 4: 1}",0
2,False,"{'a': 0.005, 'e': 0.9900498337491681}",20,0,-160.4564789655717,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
3,False,"{'a': 0.005, 'e': 0.9851119396030626}",25,0,-113.84197578265649,"{0: 12, 1: 4, 2: 7, 3: 2, 4: 0}",0
4,False,"{'a': 0.005, 'e': 0.9801986733067553}",25,0,-161.30382527771488,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
5,False,"{'a': 0.005, 'e': 0.9753099120283326}",25,7,-69.19024219868976,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
6,False,"{'a': 0.005, 'e': 0.9704455335485082}",20,0,-64.0187794453159,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
7,False,"{'a': 0.005, 'e': 0.9656054162575665}",20,0,-85.96726959590991,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
8,False,"{'a': 0.005, 'e': 0.9607894391523232}",25,0,-181.70446197149587,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
9,False,"{'a': 0.005, 'e': 0.9559974818331}",20,0,-113.67189672232101,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
10,False,"{'a': 0.005, 'e': 0.951229424500714}",30,0,-146.1720998184974,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
11,False,"{'a': 0.005, 'e': 0.9464851479534838}",20,0,-153.81764269580339,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
12,False,"{'a': 0.005, 'e': 0.9417645335842487}",20,0,-99.19541912684113,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
13,False,"{'a': 0.005, 'e': 0.9370674633774034}",30,0,-252.5707864118836,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 4}",0
14,False,"{'a': 0.005, 'e': 0.9323938199059483}",35,7,-185.44425609577783,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 3}",1
15,False,"{'a': 0.005, 'e': 0.9277434863285529}",20,0,-118.6290186094712,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
16,False,"{'a': 0.005, 'e': 0.9231163463866358}",25,0,-143.98300522482464,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
17,False,"{'a': 0.005, 'e': 0.9185122844014574}",35,0,-168.74700388116273,"{0: 17, 1: 6, 2: 10, 3: 1, 4: 1}",0
18,False,"{'a': 0.005, 'e': 0.9139311852712282}",25,0,-148.6969267372317,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
19,False,"{'a': 0.005, 'e': 0.9093729344682314}",25,0,-167.08764396585775,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
20,False,"{'a': 0.005, 'e': 0.9048374180359595}",30,0,-220.54146383890716,"{0: 18, 1: 0, 2: 8, 3: 0, 4: 4}",0
21,False,"{'a': 0.005, 'e': 0.9003245225862656}",25,0,-121.55279727520666,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
22,False,"{'a': 0.005, 'e': 0.8958341352965282}",20,0,-123.74603862438623,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
23,False,"{'a': 0.005, 'e': 0.8913661439068313}",25,0,-128.75525620462244,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
24,False,"{'a': 0.005, 'e': 0.8869204367171575}",35,0,-245.68141655036922,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 5}",0
25,False,"{'a': 0.005, 'e': 0.8824969025845955}",25,0,-165.79090398035004,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 4}",0
26,False,"{'a': 0.005, 'e': 0.8780954309205613}",20,0,-68.13029088772603,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
27,False,"{'a': 0.005, 'e': 0.8737159116880344}",20,2,-59.730389542211014,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
28,False,"{'a': 0.005, 'e': 0.8693582353988059}",20,0,-44.16787895762321,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
29,False,"{'a': 0.005, 'e': 0.8650222931107413}",30,19,-81.95644540163865,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
30,False,"{'a': 0.005, 'e': 0.8607079764250578}",20,0,-53.2136796147999,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
31,False,"{'a': 0.005, 'e': 0.8564151774836135}",20,0,-165.0465457248501,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
32,False,"{'a': 0.005, 'e': 0.8521437889662113}",25,0,-153.2084129707511,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
33,False,"{'a': 0.005, 'e': 0.8478937040879159}",25,0,-176.39310511617947,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
34,False,"{'a': 0.005, 'e': 0.8436648165963837}",20,0,-74.56422021654949,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
35,False,"{'a': 0.005, 'e': 0.8394570207692074}",25,0,-144.37330781702357,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
36,False,"{'a': 0.005, 'e': 0.835270211411272}",20,0,-41.64229581918347,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
37,False,"{'a': 0.005, 'e': 0.8311042838521256}",20,0,-28.165762612721405,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
38,False,"{'a': 0.005, 'e': 0.8269591339433623}",20,0,-104.28776514275582,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.005, 'e': 0.8228346580560184}",20,0,-190.59509403155815,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
40,False,"{'a': 0.005, 'e': 0.8187307530779818}",20,0,-224.31554526966826,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 5}",0
41,False,"{'a': 0.005, 'e': 0.8146473164114145}",25,0,-76.87753450040321,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
42,False,"{'a': 0.005, 'e': 0.8105842459701871}",25,0,-78.82324242116927,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
43,False,"{'a': 0.005, 'e': 0.8065414401773269}",30,0,-134.12775932566126,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
44,False,"{'a': 0.005, 'e': 0.8025187979624785}",20,0,-136.6643941555317,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
45,False,"{'a': 0.005, 'e': 0.7985162187593771}",25,0,-185.54545974016204,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
46,False,"{'a': 0.005, 'e': 0.794533602503334}",20,11,-28.64969059722716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
47,False,"{'a': 0.005, 'e': 0.7905708496287356}",20,0,-71.74127279617001,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
48,False,"{'a': 0.005, 'e': 0.7866278610665535}",25,0,-50.02834303061384,"{0: 14, 1: 9, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.005, 'e': 0.7827045382418681}",20,0,-136.95615650121192,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
50,False,"{'a': 0.005, 'e': 0.7788007830714049}",30,0,-48.21149623774459,"{0: 22, 1: 7, 2: 0, 3: 0, 4: 1}",0
51,False,"{'a': 0.005, 'e': 0.774916497961081}",35,8,-66.62658508536882,"{0: 18, 1: 5, 2: 3, 3: 0, 4: 1}",1
52,False,"{'a': 0.005, 'e': 0.7710515858035663}",30,0,-185.88644659661836,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 4}",0
53,False,"{'a': 0.005, 'e': 0.7672059499758557}",25,0,-83.89224490048348,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
54,False,"{'a': 0.005, 'e': 0.7633794943368531}",20,0,-11.571481115306815,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
55,False,"{'a': 0.005, 'e': 0.7595721232249685}",30,0,-40.31010677183504,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
56,False,"{'a': 0.005, 'e': 0.7557837414557255}",30,0,-193.89980767378896,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
57,False,"{'a': 0.005, 'e': 0.7520142543193826}",20,0,-162.72880821847122,"{0: 8, 1: 5, 2: 3, 3: 2, 4: 2}",0
58,False,"{'a': 0.005, 'e': 0.7482635675785653}",30,0,-102.82786238915864,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
59,False,"{'a': 0.005, 'e': 0.7445315874659094}",25,0,-111.30763521922177,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
60,False,"{'a': 0.005, 'e': 0.7408182206817179}",20,0,-192.69529002584443,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
61,False,"{'a': 0.005, 'e': 0.7371233743916278}",20,0,-81.32221603809442,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
62,False,"{'a': 0.005, 'e': 0.7334469562242892}",25,0,-133.70732397497721,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
63,False,"{'a': 0.005, 'e': 0.7297888742690568}",20,0,-53.46632402874098,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
64,False,"{'a': 0.005, 'e': 0.7261490370736909}",20,0,-158.52614316542872,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
65,False,"{'a': 0.005, 'e': 0.7225273536420722}",20,6,-29.41344821506335,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.005, 'e': 0.7189237334319262}",25,0,-81.32088742177831,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
67,False,"{'a': 0.005, 'e': 0.7153380863525599}",20,0,-78.21264605144691,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.005, 'e': 0.7117703227626097}",20,6,-31.909034798415867,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
69,False,"{'a': 0.005, 'e': 0.7082203534678}",25,0,-72.20807614503147,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.005, 'e': 0.7046880897187134}",20,0,-102.01779765259788,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
71,False,"{'a': 0.005, 'e': 0.7011734432085724}",20,0,-58.63444614699527,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
72,False,"{'a': 0.005, 'e': 0.697676326071031}",25,0,-172.61285052049092,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
73,False,"{'a': 0.005, 'e': 0.6941966508779789}",25,9,-9.567503051086986,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.005, 'e': 0.6907343306373547}",20,0,-56.714182701471096,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
75,False,"{'a': 0.005, 'e': 0.6872892787909722}",25,0,-230.02052799678762,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 5}",0
76,False,"{'a': 0.005, 'e': 0.6838614092123558}",25,0,-23.776309627467217,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
77,False,"{'a': 0.005, 'e': 0.6804506362045877}",20,0,-177.0174730770681,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
78,False,"{'a': 0.005, 'e': 0.6770568744981647}",30,0,-111.46028458623016,"{0: 21, 1: 3, 2: 2, 3: 3, 4: 1}",0
79,False,"{'a': 0.005, 'e': 0.6736800392488677}",20,1,-132.43167128879912,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 2}",1
80,False,"{'a': 0.005, 'e': 0.6703200460356393}",25,13,-16.07669558060711,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
81,False,"{'a': 0.005, 'e': 0.6669768108584744}",25,3,-17.350824622828707,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
82,False,"{'a': 0.005, 'e': 0.6636502501363194}",20,4,-78.08941685714709,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
83,False,"{'a': 0.005, 'e': 0.6603402807049829}",20,0,-85.16935193336475,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
84,False,"{'a': 0.005, 'e': 0.6570468198150567}",25,0,-113.21025373993457,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
85,False,"{'a': 0.005, 'e': 0.6537697851298473}",25,0,-60.24512270509161,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
86,False,"{'a': 0.005, 'e': 0.6505090947233165}",20,12,-0.3847198433274799,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.005, 'e': 0.6472646670780347}",30,13,-20.70907363099431,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
88,False,"{'a': 0.005, 'e': 0.6440364210831414}",20,0,-131.33516757525896,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
89,False,"{'a': 0.005, 'e': 0.6408242760323187}",20,5,10.673137956165938,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.005, 'e': 0.6376281516217733}",20,0,-65.40039636658437,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.005, 'e': 0.6344479679482282}",25,0,-59.774149684282854,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
92,False,"{'a': 0.005, 'e': 0.631283645506926}",20,0,-57.8152744259144,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
93,False,"{'a': 0.005, 'e': 0.6281351051896408}",20,0,-58.981852578479916,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
94,False,"{'a': 0.005, 'e': 0.6250022682827008}",25,5,-77.93448200760433,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",1
95,False,"{'a': 0.005, 'e': 0.62188505646502}",25,5,-22.447395607567582,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.005, 'e': 0.6187833918061408}",20,0,-25.35032428180546,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
97,False,"{'a': 0.005, 'e': 0.6156971967642851}",25,0,-78.25814083441365,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
98,False,"{'a': 0.005, 'e': 0.6126263941844161}",25,0,-122.6063910588671,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",1
99,False,"{'a': 0.005, 'e': 0.6095709072963093}",20,0,-81.37333470094873,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
100,False,"{'a': 0.005, 'e': 0.6065306597126334}",20,0,21.23722628017088,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
101,False,"{'a': 0.005, 'e': 0.6035055754270405}",25,0,-90.42965095775446,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
102,False,"{'a': 0.005, 'e': 0.6004955788122659}",30,0,-107.65182511277187,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
103,False,"{'a': 0.005, 'e': 0.5975005946182375}",20,8,-34.89021185994453,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.005, 'e': 0.5945205479701944}",30,0,-7.36052627378169,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
105,False,"{'a': 0.005, 'e': 0.5915553643668151}",25,10,-19.626536845992952,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.005, 'e': 0.5886049696783552}",20,6,-96.063491606538,"{0: 7, 1: 2, 2: 3, 3: 1, 4: 1}",1
107,False,"{'a': 0.005, 'e': 0.5856692901447937}",20,3,-35.902999359960745,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
108,False,"{'a': 0.005, 'e': 0.5827482523739896}",20,8,6.152189705274775,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.005, 'e': 0.5798417833398464}",20,0,-99.29511159751665,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
110,False,"{'a': 0.005, 'e': 0.5769498103804866}",20,0,-65.75739082415554,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.005, 'e': 0.574072261196436}",25,9,-36.633618845602754,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
112,False,"{'a': 0.005, 'e': 0.5712090638488149}",30,0,-189.45659126500004,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 4}",0
113,False,"{'a': 0.005, 'e': 0.5683601467575404}",25,14,-9.721340108507524,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
114,False,"{'a': 0.005, 'e': 0.5655254386995371}",20,0,-67.17292496769639,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
115,False,"{'a': 0.005, 'e': 0.5627048688069557}",30,0,-68.7474861361977,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
116,False,"{'a': 0.005, 'e': 0.559898366565402}",30,3,-153.91907162199263,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 3}",1
117,False,"{'a': 0.005, 'e': 0.5571058618121739}",20,0,-80.05059971755156,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
118,False,"{'a': 0.005, 'e': 0.5543272847345071}",20,0,-42.43731034695407,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
119,False,"{'a': 0.005, 'e': 0.5515625658678298}",25,15,-8.73172143759247,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.005, 'e': 0.5488116360940265}",25,13,-32.26057677061604,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
121,False,"{'a': 0.005, 'e': 0.5460744266397094}",30,16,-95.88000785414711,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 1}",1
122,False,"{'a': 0.005, 'e': 0.5433508690744998}",30,0,-44.70954226872004,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
123,False,"{'a': 0.005, 'e': 0.5406408953093166}",20,6,-2.892504969560349,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.005, 'e': 0.5379444375946745}",20,0,-66.73338096663757,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.005, 'e': 0.5352614285189903}",25,0,-87.74141470128384,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
126,False,"{'a': 0.005, 'e': 0.5325918010068972}",30,0,25.633255390843253,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
127,False,"{'a': 0.005, 'e': 0.5299354883175685}",20,0,-27.136811510261847,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
128,False,"{'a': 0.005, 'e': 0.5272924240430485}",20,1,-109.49601593713666,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
129,False,"{'a': 0.005, 'e': 0.5246625421065929}",20,0,-2.2713171534265904,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
130,False,"{'a': 0.005, 'e': 0.522045776761016}",25,0,-67.31553673524118,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
131,False,"{'a': 0.005, 'e': 0.5194420625870482}",25,0,-15.732440578787786,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
132,False,"{'a': 0.005, 'e': 0.5168513344916992}",25,7,-48.533478476108606,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
133,False,"{'a': 0.005, 'e': 0.5142735277066319}",20,0,23.176835200711537,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
134,False,"{'a': 0.005, 'e': 0.5117085777865424}",30,10,10.023061900445315,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.005, 'e': 0.5091564206075492}",20,0,-46.40549321114793,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",1
136,False,"{'a': 0.005, 'e': 0.5066169923655895}",20,0,-19.68879402420099,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
137,False,"{'a': 0.005, 'e': 0.5040902295748255}",35,8,-15.758826385076869,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
138,False,"{'a': 0.005, 'e': 0.5015760690660555}",20,0,-79.67734054062194,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
139,False,"{'a': 0.005, 'e': 0.49907444798513595}",20,0,-60.17139500452251,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
140,False,"{'a': 0.005, 'e': 0.49658530379140947}",20,8,-39.566923075156154,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
141,False,"{'a': 0.005, 'e': 0.4941085742561417}",25,5,-70.0106098456012,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
142,False,"{'a': 0.005, 'e': 0.4916441974609651}",30,15,-8.631451249294628,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
143,False,"{'a': 0.005, 'e': 0.48919211179633154}",30,0,-0.6255362561746682,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
144,False,"{'a': 0.005, 'e': 0.4867522559599717}",25,0,-118.81896339461382,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
145,False,"{'a': 0.005, 'e': 0.48432456895536247}",25,14,-2.179634782720302,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.005, 'e': 0.48190899009020244}",35,0,-130.08363372908246,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 3}",0
147,False,"{'a': 0.005, 'e': 0.4795054589748941}",25,0,-68.97682744981553,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
148,False,"{'a': 0.005, 'e': 0.4771139155210344}",20,0,-3.744455805940094,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
149,False,"{'a': 0.005, 'e': 0.4747342999399124}",25,11,15.896151236984,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.005, 'e': 0.4723665527410147}",20,0,-25.47598475935404,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
151,False,"{'a': 0.005, 'e': 0.47001061473053796}",20,2,7.397673288676437,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.005, 'e': 0.46766642700990924}",30,0,-73.83725995819538,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
153,False,"{'a': 0.005, 'e': 0.4653339309743134}",25,0,-46.493659646301424,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
154,False,"{'a': 0.005, 'e': 0.46301306831122807}",20,0,-45.45975495731774,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
155,False,"{'a': 0.005, 'e': 0.4607037809989658}",25,19,5.666330362395411,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.005, 'e': 0.4584060113052235}",30,0,-34.583146483555616,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
157,False,"{'a': 0.005, 'e': 0.4561197017856392}",20,10,-6.61111410651901,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
158,False,"{'a': 0.005, 'e': 0.45384479528235583}",25,2,7.445477443419742,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.005, 'e': 0.4515812349225922}",20,4,-34.40375456784349,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
160,False,"{'a': 0.005, 'e': 0.44932896411722156}",20,0,-23.240831926269298,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
161,False,"{'a': 0.005, 'e': 0.4470879265593564}",25,5,-15.484354802485218,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
162,False,"{'a': 0.005, 'e': 0.4448580662229411}",30,14,-35.69819441447506,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
163,False,"{'a': 0.005, 'e': 0.4426393273613511}",20,0,-13.634320592271198,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
164,False,"{'a': 0.005, 'e': 0.44043165450599925}",25,3,-4.241225652864892,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
165,False,"{'a': 0.005, 'e': 0.4382349924649492}",25,11,-0.12944579542211887,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.005, 'e': 0.43604928632153556}",20,0,-74.43687116697954,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
167,False,"{'a': 0.005, 'e': 0.4338744814329909}",25,3,-15.7311982619307,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
168,False,"{'a': 0.005, 'e': 0.43171052342907973}",25,18,11.506624858090696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.005, 'e': 0.42955735821073915}",20,0,-112.81788300372226,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
170,False,"{'a': 0.005, 'e': 0.4274149319487267}",20,4,1.2396670528406286,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
171,False,"{'a': 0.005, 'e': 0.42528319108227414}",20,6,-22.34737823407393,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
172,False,"{'a': 0.005, 'e': 0.4231620823177488}",30,6,-30.50831918386902,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 0}",1
173,False,"{'a': 0.005, 'e': 0.4210515526273212}",20,11,-22.732811192941703,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
174,False,"{'a': 0.005, 'e': 0.418951549247639}",20,0,-57.74943670821857,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.005, 'e': 0.4168620196785084}",25,0,-1.6659662072579646,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
176,False,"{'a': 0.005, 'e': 0.4147829116815814}",20,0,-21.028712136227256,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
177,False,"{'a': 0.005, 'e': 0.4127141732790497}",20,0,13.869137595495262,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.005, 'e': 0.4106557527523455}",30,0,-52.02727625778172,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
179,False,"{'a': 0.005, 'e': 0.40860759864084845}",20,2,10.031656877313502,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.005, 'e': 0.4065696597405991}",25,0,-44.06853207946607,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
181,False,"{'a': 0.005, 'e': 0.4045418851030188}",30,1,-86.75697459459118,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 2}",1
182,False,"{'a': 0.005, 'e': 0.40252422403363597}",20,0,-60.113600593444055,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
183,False,"{'a': 0.005, 'e': 0.4005166260908188}",20,0,-35.46501380263187,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
184,False,"{'a': 0.005, 'e': 0.39851904108451414}",20,0,14.669585580533042,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
